ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
-0.02469843997694618,0.2763799210385574,-0.08778803708851585,0.13375956324330848,1.318169811895401,1.7318007911775501,-1.2204877390793256,1.3790172938798426,-1.3124135879901084,0
0.8494107391242575,0.9585014740195487,-0.1990869201635172,1.5318338773221112,-0.019183647129056493,-0.09009274361007973,0.7968981759551399,-0.0019659841139083064,-1.1904448842533815,0
1.028484159712321,0.6107427027769929,0.06709766478637015,0.6709474282290284,0.8793278577772009,-0.7820717882513495,1.284354722872896,2.275289144080883,0.8767990352348594,0
1.6665229325955744,-0.5624041902334727,-0.4427637210479173,-0.39953016450174844,-0.8846873438507031,-0.34262020872670823,-0.8540929915904815,-2.3128223467706803,0.14905483339432224,0
-1.2199371278366264,-0.3081198943120557,0.9165996997994055,0.3068898178023056,-0.26049067745774196,-1.817402653698622,-1.8360851806625198,-0.7741444129288517,-1.8426544470242026,0
2.597623999566921,1.7989261928031255,0.9167295566197792,0.2846270760878044,2.2670303822255824,-1.7775927890099417,-0.16034536558670673,1.2187431812865432,-1.6937652258929652,0
1.2910223402228043,0.2224706557882022,-0.9863846372851189,-1.8032087153520917,-1.1422489672386713,0.6101607724024414,-0.60365130342894,-0.2451069200369099,0.5779890946703266,0
-0.02469843997694618,-2.752469205967275,-0.908948998581635,0.49038554994347344,-2.450168519594976,-0.4555988170436609,-0.49725122463586346,-0.8405399583141134,-0.4819054130719274,0
0.24179338471099998,-1.1117708380478806,1.3841133514569797,0.31101688716564446,-0.26252859596488315,-0.005349149154745853,0.39837807229741745,0.8251065356585469,-0.3934836436694717,0
0.7468890089594004,0.7630600360976388,-0.34321689283074075,0.7070742106987893,-0.019183647129056493,-0.77167186021692,0.06849283966585058,0.6737819005233023,0.0657817121283057,0
0.04365260561913342,-1.4226108467791778,-0.34786725994452505,-2.4804056324788615,-1.933340626136787,-0.9765308300629169,0.5049314873268312,0.8761787617465728,-0.6780852135482651,0
-0.02469843997694618,-1.65285723354298,0.7377032991232215,-0.1931642416005833,-1.289179421320257,-0.575810903428741,1.5748233902237807,0.6753987533554578,0.5944833747218761,0
0.35335721692338373,0.29240626198314407,0.8710739180028481,-1.442628826805101,-0.019183647129056493,0.23550605297512414,-0.33487982742479727,0.25851784338019956,1.0721256217073847,0
-0.591996004671174,-0.36384537939765443,2.4712076573993302,1.782136899022912,1.1661543474854255,1.1370335135996086,-0.8598441016792779,0.5788362097660962,0.5450301207849763,0
-0.012328864373979245,0.49354085978967865,1.1983141914917734,2.111333187534933,-0.019183647129056493,-1.3838398794423468,1.8938737259606349,-0.657753238759439,0.4031871820470143,0
1.740028157558538,2.7065763366719886,0.32243141803262837,-0.1459174313827576,2.443887768909696,0.6522624000283503,-0.2854374689023631,0.3362006824269953,0.7123621701048156,0
0.2503587908631182,0.6150872388346003,0.52299593777993,-1.8954427428266363,0.08197347520443668,0.551477358632749,-0.5584628178974083,-0.24517618848155256,-1.8418777765472791,0
-0.02469843997694618,1.0712888722681717,0.10334204659839469,2.2805465991334515,-0.019183647129056493,1.6131537730705827,0.6299622924954134,-1.4142600186027392,0.22574297606846347,0
-0.3345118685616539,-1.014350876722727,1.1937402932684655,-0.8862702542592346,-0.8546853497798589,1.2236628572664683,1.1126478721024124,0.7111351232655353,-0.2785978064733592,0
-0.02469843997694618,0.6673151714489135,-0.5527984828486167,-1.0643906531757132,-0.2504683328228201,0.1306062773619355,-0.0361821228256709,-0.44266792651098685,1.9683335230019188,0
-2.6035498840490874,-0.005244314755201342,-0.04030604731687813,-0.08129396958322073,-0.019183647129056493,0.23342447975595237,0.7161873125787046,1.5932186928312204,0.745039185499288,0
-1.3711534797312233,-1.9855600916476683,-0.532682729631949,2.0844826381396016,-0.1971044802829304,0.5884838328246252,-0.9479532240444973,-0.6389357006063445,1.1344307128497364,0
-0.4544721339404096,0.0604829042557791,-0.033843177733232165,1.1037463534937977,-0.376783149665719,-0.15656214607656252,0.18484843981648197,0.8994782164392656,1.6287526473938172,0
-0.02469843997694618,-1.8082363663828094,-1.042825169575427,0.5627572351091606,-1.116129628330373,-1.5857903399520699,-0.48995260884324154,-1.1353875764449022,0.05678244438777675,0
-0.02469843997694618,2.445911002975157,0.6154711831838888,0.4167125651121562,2.332160469590741,-0.7668968005093912,-1.230073513520337,-0.9023334299522255,0.039292666350447494,0
